parameters:
P = 0.900000	Q = 0.100000	D_A = 0.090000	error rate = 0.010000	average coverage per site = 3	sample size = 100	# of iterations = 10000

iteration	sample P	sample Q	sample error rate	sample p	sample D_A	best_major_allele_freq	best_D_A	best_f	estimated P	estimated Q	best_error	HWE_maxll	null_maxll	maxll	pol_llstat	HWE_llstat
3240	0.860000	0.140000	0.010101	0.860000	0.120400	0.850000	0.127500	1.000000	0.850000	0.150000	0.010101	-77.186478	-172.925501	-59.562545	226.725912	35.247865
3241	0.830000	0.170000	0.013072	0.830000	0.141100	0.860000	0.120400	1.000000	0.860000	0.140000	0.009804	-84.926646	-219.860824	-63.938197	311.845254	41.976900
3242	0.910000	0.090000	0.007326	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.005495	-55.585322	-117.749179	-43.934642	147.629074	23.301360
3243	0.910000	0.090000	0.010067	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.010067	-63.242913	-139.974911	-50.067718	179.814385	26.350389
3244	0.860000	0.140000	0.016447	0.860000	0.120400	0.870000	0.113100	1.000000	0.870000	0.130000	0.019737	-87.146867	-174.033794	-69.276951	209.513686	35.739832
3245	0.980000	0.020000	0.006579	0.980000	0.019600	0.980000	0.019600	1.000000	0.980000	0.020000	0.004934	-28.718270	-59.393734	-24.016594	70.754280	9.403351
3246	0.820000	0.180000	0.018657	0.820000	0.147600	0.820000	0.147600	1.000000	0.820000	0.180000	0.016791	-93.556174	-188.987540	-75.110162	227.754758	36.892025
3247	0.900000	0.100000	0.012384	0.900000	0.090000	0.910000	0.081900	1.000000	0.910000	0.090000	0.013932	-73.101901	-170.963630	-55.788670	230.349922	34.626464
3248	0.870000	0.130000	0.009202	0.870000	0.113100	0.870000	0.113100	1.000000	0.870000	0.130000	0.013804	-77.443978	-168.355779	-56.805743	223.100072	41.276470
3249	0.900000	0.100000	0.009464	0.900000	0.090000	0.880000	0.085600	0.810606	0.860000	0.100000	0.000000	-64.688709	-178.931441	-51.814523	254.233837	25.748373
3250	0.890000	0.110000	0.009317	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.013975	-75.302944	-182.593620	-54.700489	255.786262	41.204911
3251	0.870000	0.130000	0.016835	0.870000	0.113100	0.860000	0.120400	1.000000	0.860000	0.140000	0.020202	-86.350921	-184.108415	-68.335483	231.545864	36.030876
3252	0.930000	0.070000	0.018237	0.930000	0.065100	0.940000	0.056400	1.000000	0.940000	0.060000	0.018237	-70.747999	-140.116599	-59.129015	161.975169	23.237968
3253	0.950000	0.050000	0.014134	0.950000	0.047500	0.960000	0.038400	1.000000	0.960000	0.040000	0.015901	-46.864302	-71.117880	-41.693666	58.848428	10.341271
3254	0.920000	0.080000	0.007143	0.920000	0.073600	0.925000	0.064375	0.927928	0.920000	0.070000	0.005357	-47.466238	-101.244052	-38.787188	124.913728	17.358099
3255	0.890000	0.110000	0.016340	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.009804	-78.701399	-159.588624	-65.826051	187.525146	25.750695
3256	0.930000	0.070000	0.013158	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.009868	-60.787900	-103.125164	-50.798375	104.653577	19.979050
3257	0.900000	0.100000	0.007143	0.900000	0.090000	0.910000	0.081900	1.000000	0.910000	0.090000	0.005357	-57.014095	-121.784377	-44.193275	155.182204	25.641641
3258	0.900000	0.100000	0.006689	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.010033	-61.316889	-146.396313	-44.069391	204.653844	34.494996
3259	0.880000	0.120000	0.009868	0.880000	0.105600	0.870000	0.103100	0.911583	0.860000	0.120000	0.004934	-70.253855	-165.286560	-55.977598	218.617924	28.552514
3260	0.890000	0.110000	0.020619	0.890000	0.097900	0.880000	0.105600	1.000000	0.880000	0.120000	0.020619	-83.777014	-157.487916	-69.633435	175.708961	28.287158
3261	0.820000	0.180000	0.006689	0.820000	0.147600	0.830000	0.141100	1.000000	0.830000	0.170000	0.005017	-78.837289	-195.276875	-57.315718	275.922313	43.043141
3262	0.880000	0.120000	0.021739	0.880000	0.105600	0.870000	0.113100	1.000000	0.870000	0.130000	0.027950	-96.705218	-199.494834	-77.480492	244.028684	38.449451
3263	0.940000	0.060000	0.010067	0.940000	0.056400	0.925000	0.054375	0.783784	0.910000	0.060000	0.005034	-46.983289	-91.555065	-41.652057	99.806016	10.662464
3264	0.900000	0.100000	0.010135	0.900000	0.090000	0.885000	0.076775	0.754360	0.860000	0.090000	0.000000	-56.406515	-130.058828	-48.361001	163.395653	16.091027
3265	0.870000	0.130000	0.007018	0.870000	0.113100	0.880000	0.105600	1.000000	0.880000	0.120000	0.010526	-64.293690	-122.306280	-50.472881	143.666799	27.641619
3266	0.880000	0.120000	0.003268	0.880000	0.105600	0.880000	0.095600	0.905303	0.870000	0.110000	0.000000	-54.360745	-134.408367	-41.484202	185.848330	25.753086
3267	0.890000	0.110000	0.003205	0.890000	0.097900	0.880000	0.095600	0.905303	0.870000	0.110000	0.000000	-55.853253	-141.578363	-42.352619	198.451488	27.001267
3268	0.950000	0.050000	0.013245	0.950000	0.047500	0.940000	0.056400	1.000000	0.940000	0.060000	0.009934	-51.419233	-102.974407	-42.325707	121.297399	18.187052
3269	0.920000	0.080000	0.016026	0.920000	0.073600	0.920000	0.063600	0.864130	0.910000	0.070000	0.009615	-62.895378	-114.539010	-56.110381	116.857258	13.569994
3270	0.930000	0.070000	0.003125	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.004688	-45.707681	-107.975989	-33.083706	149.784566	25.247949
3271	0.890000	0.110000	0.013699	0.890000	0.097900	0.880000	0.105600	1.000000	0.880000	0.120000	0.015411	-74.125158	-172.116378	-59.366835	225.499086	29.516645
3272	0.920000	0.080000	0.009804	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.009804	-60.993296	-127.772369	-47.658161	160.228416	26.670268
3273	0.890000	0.110000	0.024648	0.890000	0.097900	0.895000	0.088975	0.946794	0.890000	0.100000	0.021127	-83.373696	-144.477160	-72.314104	144.326113	22.119184
3274	0.910000	0.090000	0.010274	0.910000	0.081900	0.900000	0.090000	1.000000	0.900000	0.100000	0.015411	-65.400688	-136.086931	-49.777395	172.619072	31.246588
3275	0.920000	0.080000	0.003891	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.005837	-48.682116	-119.249633	-35.174572	168.150121	27.015086
3276	0.910000	0.090000	0.016835	0.910000	0.081900	0.900000	0.080000	0.888889	0.890000	0.090000	0.010101	-63.012525	-123.520502	-54.682251	137.676502	16.660548
3277	0.860000	0.140000	0.022013	0.860000	0.120400	0.865000	0.101775	0.871548	0.850000	0.120000	0.014151	-89.295860	-170.261293	-78.342413	183.837760	21.906894
3278	0.920000	0.080000	0.009967	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.014950	-62.177159	-130.588436	-47.707767	165.761339	28.938785
3279	0.910000	0.090000	0.013158	0.910000	0.081900	0.940000	0.056400	1.000000	0.940000	0.060000	0.009868	-54.394798	-95.725338	-48.064841	95.320993	12.659914
3280	0.930000	0.070000	0.006309	0.930000	0.065100	0.935000	0.055775	0.917729	0.930000	0.060000	0.004732	-41.584062	-76.881334	-36.167941	81.426786	10.832242
3281	0.950000	0.050000	0.003436	0.950000	0.047500	0.940000	0.046400	0.822695	0.930000	0.050000	0.000000	-35.808817	-98.499029	-27.476921	142.044216	16.663792
3282	0.880000	0.120000	0.010909	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.016364	-71.268275	-152.200791	-53.582108	197.237366	35.372334
3283	0.870000	0.130000	0.007273	0.870000	0.113100	0.870000	0.113100	1.000000	0.870000	0.130000	0.005455	-67.377856	-152.200791	-50.125635	204.150312	34.504441
3284	0.880000	0.120000	0.010135	0.880000	0.105600	0.860000	0.110400	0.916944	0.850000	0.130000	0.005068	-70.864529	-178.399830	-55.504920	245.789820	30.719219
3285	0.890000	0.110000	0.003012	0.890000	0.097900	0.890000	0.087900	0.897855	0.880000	0.100000	0.000000	-55.560876	-156.691771	-40.688743	232.006058	29.744267
3286	0.920000	0.080000	0.003333	0.920000	0.073600	0.910000	0.081900	1.000000	0.910000	0.090000	0.005000	-49.458824	-116.991051	-35.079594	163.822914	28.758461
3287	0.900000	0.100000	0.006006	0.900000	0.090000	0.900000	0.080000	0.888889	0.890000	0.090000	0.004505	-57.339475	-140.523304	-45.152458	190.741692	24.374035
3288	0.910000	0.090000	0.006557	0.910000	0.081900	0.900000	0.090000	1.000000	0.900000	0.100000	0.009836	-56.622676	-113.947415	-43.914691	140.065447	25.415970
3289	0.970000	0.030000	0.022293	0.970000	0.029100	0.970000	0.029100	1.000000	0.970000	0.030000	0.019108	-59.875099	-92.580960	-54.604950	75.952021	10.540298
3290	0.900000	0.100000	0.013746	0.900000	0.090000	0.890000	0.097900	1.000000	0.890000	0.110000	0.010309	-68.809278	-132.763224	-57.495909	150.534631	22.626738
3291	0.940000	0.060000	0.016287	0.940000	0.056400	0.940000	0.056400	1.000000	0.940000	0.060000	0.014658	-62.142756	-117.618006	-53.236460	128.763092	17.812592
3292	0.950000	0.050000	0.015823	0.950000	0.047500	0.945000	0.046975	0.903800	0.940000	0.050000	0.009494	-57.582264	-100.292696	-51.280263	98.024867	12.604002
3293	0.930000	0.070000	0.002994	0.930000	0.065100	0.925000	0.064375	0.927928	0.920000	0.070000	0.000000	-43.846813	-123.453770	-32.384615	182.138309	22.924397
3294	0.900000	0.100000	0.000000	0.900000	0.090000	0.890000	0.097900	1.000000	0.890000	0.110000	0.000000	-48.410089	-136.662086	-31.861590	209.600992	33.096998
3295	0.900000	0.100000	0.006993	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.010490	-57.528657	-122.409503	-43.706460	157.406086	27.644394
3296	0.900000	0.100000	0.003215	0.900000	0.090000	0.890000	0.097900	1.000000	0.890000	0.110000	0.004823	-57.441800	-144.679306	-39.778093	209.802426	35.327412
3297	0.910000	0.090000	0.003610	0.910000	0.081900	0.920000	0.073600	1.000000	0.920000	0.080000	0.005415	-47.451679	-104.521661	-35.252853	138.537617	24.397652
3298	0.900000	0.100000	0.010345	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.010345	-62.760812	-116.068314	-51.876770	128.383088	21.768084
3299	0.920000	0.080000	0.013652	0.920000	0.073600	0.930000	0.065100	1.000000	0.930000	0.070000	0.015358	-59.031893	-98.648299	-50.575070	96.146459	16.913646
3300	0.880000	0.120000	0.006410	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.009615	-74.453641	-194.983288	-50.783915	288.398746	47.339452
3301	0.910000	0.090000	0.023649	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.025338	-79.446745	-126.759184	-68.021300	117.475767	22.850889
3302	0.870000	0.130000	0.007407	0.870000	0.113100	0.855000	0.118975	0.959669	0.850000	0.140000	0.005556	-66.411877	-151.449852	-51.234615	200.430474	30.354525
3303	0.890000	0.110000	0.012085	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.013595	-71.330030	-156.573423	-57.262772	198.621300	28.134515
3304	0.850000	0.150000	0.006472	0.850000	0.127500	0.860000	0.120400	1.000000	0.860000	0.140000	0.009709	-75.679815	-180.544605	-54.458276	252.172658	42.443078
3305	0.850000	0.150000	0.013158	0.850000	0.127500	0.860000	0.110400	0.916944	0.850000	0.130000	0.009868	-75.886276	-143.859052	-65.065526	157.587053	21.641501
3306	0.900000	0.100000	0.015924	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.019108	-81.698843	-172.643921	-63.365847	218.556148	36.665993
3307	0.930000	0.070000	0.000000	0.930000	0.065100	0.920000	0.073600	1.000000	0.920000	0.080000	0.000000	-34.548782	-79.427890	-24.850919	109.153942	19.395726
3308	0.920000	0.080000	0.016287	0.920000	0.073600	0.910000	0.081900	1.000000	0.910000	0.090000	0.019544	-73.778998	-150.511419	-58.491798	184.039241	30.574400
3309	0.920000	0.080000	0.012658	0.920000	0.073600	0.930000	0.065100	1.000000	0.930000	0.070000	0.018987	-62.646772	-114.870880	-50.997584	127.746593	23.298377
3310	0.870000	0.130000	0.007194	0.870000	0.113100	0.880000	0.105600	1.000000	0.880000	0.120000	0.010791	-66.213597	-152.644321	-47.917995	209.452652	36.591203
3311	0.930000	0.070000	0.003584	0.930000	0.065100	0.930000	0.055100	0.846390	0.920000	0.060000	0.000000	-36.977565	-97.580401	-28.541179	138.078444	16.872771
3312	0.930000	0.070000	0.011799	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.013274	-62.231843	-113.047058	-51.242184	123.609748	21.979317
3313	0.910000	0.090000	0.010526	0.910000	0.081900	0.900000	0.090000	1.000000	0.900000	0.100000	0.010526	-62.134988	-132.079890	-49.267542	165.624697	25.734892
3314	0.880000	0.120000	0.026616	0.880000	0.105600	0.875000	0.104375	0.954286	0.870000	0.120000	0.022814	-84.764338	-164.387174	-73.446256	181.881835	22.636163
3315	0.860000	0.140000	0.013029	0.860000	0.120400	0.850000	0.127500	1.000000	0.850000	0.150000	0.009772	-77.590161	-183.042875	-59.341722	247.402305	36.496877
3316	0.910000	0.090000	0.023102	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.019802	-82.644138	-137.338884	-70.767876	133.142017	23.752524
3317	0.940000	0.060000	0.013746	0.940000	0.056400	0.940000	0.056400	1.000000	0.940000	0.060000	0.020619	-58.715624	-105.704276	-48.235799	114.936953	20.959650
3318	0.910000	0.090000	0.003436	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.005155	-55.036151	-139.142954	-37.739493	202.806921	34.593315
3319	0.870000	0.130000	0.011940	0.870000	0.113100	0.870000	0.113100	1.000000	0.870000	0.130000	0.013433	-81.264721	-184.555076	-64.264711	240.580730	34.000020
3320	0.920000	0.080000	0.016234	0.920000	0.073600	0.910000	0.071900	0.877900	0.900000	0.080000	0.009740	-68.804842	-156.815797	-58.543847	196.543900	20.521990
3321	0.930000	0.070000	0.010169	0.930000	0.065100	0.940000	0.056400	1.000000	0.940000	0.060000	0.015254	-51.133400	-87.553210	-42.437050	90.232320	17.392699
3322	0.870000	0.130000	0.007042	0.870000	0.113100	0.875000	0.104375	0.954286	0.870000	0.120000	0.005282	-65.257328	-153.516119	-50.174688	206.682861	30.165280
3323	0.870000	0.130000	0.012739	0.870000	0.113100	0.875000	0.094375	0.862857	0.860000	0.110000	0.004777	-71.130827	-157.597752	-59.514410	196.166683	23.232834
3324	0.900000	0.100000	0.006494	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.009740	-59.728927	-134.621262	-44.101204	181.040114	31.255446
3325	0.890000	0.110000	0.000000	0.890000	0.097900	0.880000	0.105600	1.000000	0.880000	0.120000	0.000000	-52.619670	-152.571060	-33.805235	237.531650	37.628870
3326	0.910000	0.090000	0.017483	0.910000	0.081900	0.925000	0.064375	0.927928	0.920000	0.070000	0.010490	-64.124832	-122.409503	-55.887816	133.043373	16.474032
3327	0.910000	0.090000	0.018182	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.013636	-76.438833	-146.810737	-66.871914	159.877647	19.133837
3328	0.940000	0.060000	0.003425	0.940000	0.056400	0.950000	0.047500	1.000000	0.950000	0.050000	0.005137	-36.836661	-83.511840	-27.359670	112.304342	18.953983
3329	0.910000	0.090000	0.006969	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.005226	-52.723541	-108.888288	-41.176651	135.423274	23.093780
3330	0.890000	0.110000	0.016393	0.890000	0.097900	0.885000	0.096775	0.950872	0.880000	0.110000	0.009836	-77.134400	-153.355273	-65.879870	174.950806	22.509059
3331	0.880000	0.120000	0.006757	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.010135	-71.286180	-178.399830	-50.675983	255.447695	41.220394
3332	0.910000	0.090000	0.019934	0.910000	0.081900	0.900000	0.090000	1.000000	0.900000	0.100000	0.019934	-77.789127	-130.588436	-65.470946	130.234980	24.636361
3333	0.920000	0.080000	0.013289	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.019934	-66.040433	-120.518025	-53.338165	134.359720	25.404535
3334	0.860000	0.140000	0.013333	0.860000	0.120400	0.860000	0.110400	0.916944	0.850000	0.130000	0.010000	-77.950281	-167.630762	-65.405445	204.450633	25.089672
3335	0.970000	0.030000	0.003300	0.970000	0.029100	0.980000	0.019600	1.000000	0.980000	0.020000	0.004950	-22.709749	-50.401078	-17.628234	65.545688	10.163029
3336	0.920000	0.080000	0.010601	0.920000	0.073600	0.930000	0.065100	1.000000	0.930000	0.070000	0.010601	-54.751475	-111.991311	-44.796929	134.388764	19.909091
3337	0.890000	0.110000	0.009146	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.009146	-71.886110	-174.657771	-54.519758	240.276024	34.732704
3338	0.880000	0.120000	0.006098	0.880000	0.105600	0.890000	0.097900	1.000000	0.890000	0.110000	0.004573	-61.814871	-126.433139	-48.833869	155.198540	25.962003
3339	0.900000	0.100000	0.003559	0.900000	0.090000	0.920000	0.063600	0.864130	0.910000	0.070000	0.000000	-41.555293	-108.358511	-31.361616	153.993790	20.387352
3340	0.950000	0.050000	0.012658	0.950000	0.047500	0.955000	0.037975	0.883653	0.950000	0.040000	0.009494	-50.090918	-96.525741	-45.025642	103.000199	10.130551
3341	0.900000	0.100000	0.006042	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.009063	-60.943517	-150.169032	-44.221584	211.894896	33.443867
3342	0.940000	0.060000	0.010453	0.940000	0.056400	0.950000	0.047500	1.000000	0.950000	0.050000	0.015679	-48.074360	-83.209249	-39.890497	86.637504	16.367725
3343	0.950000	0.050000	0.009646	0.950000	0.047500	0.950000	0.047500	1.000000	0.950000	0.050000	0.009646	-43.746764	-92.392778	-34.058676	116.668204	19.376174
3344	0.880000	0.120000	0.009585	0.880000	0.105600	0.890000	0.097900	1.000000	0.890000	0.110000	0.014377	-73.248384	-154.375652	-54.805524	199.140256	36.885721
3345	0.920000	0.080000	0.003135	0.920000	0.073600	0.910000	0.071900	0.877900	0.900000	0.080000	0.000000	-48.158635	-142.351760	-34.981590	214.740340	26.354089
3346	0.880000	0.120000	0.003448	0.880000	0.105600	0.870000	0.113100	1.000000	0.870000	0.130000	0.005172	-61.984846	-148.325924	-43.737913	209.176023	36.493866
3347	0.900000	0.100000	0.023102	0.900000	0.090000	0.885000	0.086775	0.852616	0.870000	0.100000	0.009901	-83.937019	-162.173843	-74.461322	175.425042	18.951394
3348	0.880000	0.120000	0.000000	0.880000	0.105600	0.870000	0.113100	1.000000	0.870000	0.130000	0.000000	-53.241709	-148.852239	-36.041402	225.621676	34.400616
3349	0.900000	0.100000	0.012698	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.009524	-67.801843	-118.316478	-58.223484	120.185988	19.156719
3350	0.870000	0.130000	0.000000	0.870000	0.113100	0.870000	0.113100	1.000000	0.870000	0.130000	0.000000	-52.875317	-136.775885	-35.762877	202.026016	34.224878
3351	0.870000	0.130000	0.006780	0.870000	0.113100	0.880000	0.105600	1.000000	0.880000	0.120000	0.010169	-65.256804	-163.961475	-48.092953	231.737045	34.327703
3352	0.930000	0.070000	0.003115	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.004673	-49.021634	-132.617977	-33.180403	198.875148	31.682463
3353	0.910000	0.090000	0.003155	0.910000	0.081900	0.900000	0.080000	0.888889	0.890000	0.090000	0.000000	-47.240257	-118.488201	-36.165688	164.645025	22.149137
3354	0.960000	0.040000	0.011070	0.960000	0.038400	0.960000	0.038400	1.000000	0.960000	0.040000	0.011070	-41.704497	-70.495416	-36.212606	68.565620	10.983782
3355	0.930000	0.070000	0.002994	0.930000	0.065100	0.940000	0.056400	1.000000	0.940000	0.060000	0.004491	-43.150805	-108.997212	-30.490104	157.014215	25.321402
3356	0.860000	0.140000	0.003175	0.860000	0.120400	0.860000	0.120400	1.000000	0.860000	0.140000	0.004762	-68.638002	-203.640480	-45.706953	315.867053	45.862098
3357	0.890000	0.110000	0.010345	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.010345	-63.778943	-109.148853	-51.794268	114.709169	23.969350
3358	0.840000	0.160000	0.006711	0.840000	0.134400	0.840000	0.134400	1.000000	0.840000	0.160000	0.005034	-75.463530	-170.220378	-57.861388	224.717981	35.204285
3359	0.950000	0.050000	0.006993	0.950000	0.047500	0.950000	0.047500	1.000000	0.950000	0.050000	0.005245	-42.746486	-94.461240	-33.836240	121.250000	17.820491
3360	0.920000	0.080000	0.010870	0.920000	0.073600	0.930000	0.065100	1.000000	0.930000	0.070000	0.016304	-56.293350	-107.907912	-44.983110	125.849604	22.620480
3361	0.890000	0.110000	0.016129	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.019355	-81.492776	-153.996304	-65.416658	177.159292	32.152235
3362	0.880000	0.120000	0.010067	0.880000	0.105600	0.865000	0.111775	0.957183	0.860000	0.130000	0.005034	-71.511106	-175.924059	-56.197719	239.452680	30.626773
3363	0.930000	0.070000	0.013514	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.015203	-56.815567	-102.515834	-47.665366	109.700936	18.300403
