parameters:
P = 0.900000	Q = 0.100000	D_A = 0.090000	error rate = 0.010000	average coverage per site = 3	sample size = 100	# of iterations = 10000

iteration	sample P	sample Q	sample error rate	sample p	sample D_A	best_major_allele_freq	best_D_A	best_f	estimated P	estimated Q	best_error	HWE_maxll	null_maxll	maxll	pol_llstat	HWE_llstat
5247	0.910000	0.090000	0.012862	0.910000	0.081900	0.900000	0.090000	1.000000	0.900000	0.100000	0.009646	-70.113701	-144.679306	-55.580885	178.196842	29.065631
5248	0.910000	0.090000	0.007067	0.910000	0.081900	0.905000	0.080975	0.941844	0.900000	0.090000	0.005300	-53.780349	-111.991311	-43.744031	136.494560	20.072637
5249	0.920000	0.080000	0.020619	0.920000	0.073600	0.930000	0.065100	1.000000	0.930000	0.070000	0.020619	-68.627921	-109.235082	-60.761031	96.948103	15.733780
5250	0.880000	0.120000	0.019544	0.880000	0.105600	0.900000	0.090000	1.000000	0.900000	0.100000	0.019544	-82.405746	-159.724723	-68.218016	183.013414	28.375460
5251	0.900000	0.100000	0.006993	0.900000	0.090000	0.910000	0.081900	1.000000	0.910000	0.090000	0.010490	-56.189049	-112.267243	-43.884516	136.765454	24.609066
5252	0.960000	0.040000	0.006250	0.960000	0.038400	0.970000	0.029100	1.000000	0.970000	0.030000	0.009375	-35.944841	-81.102674	-27.882639	106.440070	16.124403
5253	0.880000	0.120000	0.006873	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.010309	-66.931026	-160.437696	-47.579868	225.715657	38.702315
5254	0.840000	0.160000	0.003257	0.840000	0.134400	0.830000	0.141100	1.000000	0.830000	0.170000	0.004886	-75.712699	-202.114643	-50.962852	302.303582	49.499694
5255	0.890000	0.110000	0.000000	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.000000	-46.889109	-122.614812	-31.861590	181.506445	30.055040
5256	0.860000	0.140000	0.020548	0.860000	0.120400	0.840000	0.124400	0.925595	0.830000	0.150000	0.010274	-85.778433	-185.930987	-72.338155	227.185665	26.880556
5257	0.860000	0.140000	0.012422	0.860000	0.120400	0.850000	0.127500	1.000000	0.850000	0.150000	0.013975	-88.487351	-204.941012	-65.803257	278.275511	45.368188
5258	0.870000	0.130000	0.006920	0.870000	0.113100	0.890000	0.097900	1.000000	0.890000	0.110000	0.005190	-62.518474	-135.736803	-48.469165	174.535276	28.098617
5259	0.860000	0.140000	0.020690	0.860000	0.120400	0.855000	0.108975	0.879008	0.840000	0.130000	0.010345	-85.245932	-157.343755	-75.273136	164.141238	19.945593
5260	0.860000	0.140000	0.006061	0.860000	0.120400	0.860000	0.120400	1.000000	0.860000	0.140000	0.009091	-77.038006	-206.389862	-54.728811	303.322102	44.618389
5261	0.900000	0.100000	0.019293	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.028939	-83.137908	-141.466382	-68.829316	145.274133	28.617184
5262	0.910000	0.090000	0.017123	0.910000	0.081900	0.900000	0.090000	1.000000	0.900000	0.100000	0.020548	-74.594504	-145.513804	-60.274411	170.478787	28.640186
5263	0.960000	0.040000	0.003226	0.960000	0.038400	0.960000	0.038400	1.000000	0.960000	0.040000	0.004839	-33.149009	-76.538113	-24.599375	103.877476	17.099268
5264	0.930000	0.070000	0.013605	0.930000	0.065100	0.920000	0.073600	1.000000	0.920000	0.080000	0.020408	-63.035577	-119.851996	-50.463288	138.777417	25.144579
5265	0.890000	0.110000	0.003311	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.004967	-58.455048	-159.039424	-39.733880	238.611087	37.442336
5266	0.870000	0.130000	0.010169	0.870000	0.113100	0.865000	0.111775	0.957183	0.860000	0.130000	0.005085	-74.183375	-172.603639	-58.152219	228.902840	32.062312
5267	0.920000	0.080000	0.006601	0.920000	0.073600	0.915000	0.072775	0.935712	0.910000	0.080000	0.004950	-52.223053	-117.261600	-41.733337	151.056527	20.979433
5268	0.860000	0.140000	0.012012	0.860000	0.120400	0.850000	0.127500	1.000000	0.850000	0.150000	0.018018	-89.010477	-201.396953	-66.246362	270.301181	45.528229
5269	0.930000	0.070000	0.006734	0.930000	0.065100	0.915000	0.062775	0.807136	0.900000	0.070000	0.000000	-48.161690	-102.592930	-41.250173	122.685514	13.823035
5270	0.910000	0.090000	0.020202	0.910000	0.081900	0.895000	0.088975	0.946794	0.890000	0.100000	0.010101	-76.092387	-164.259669	-63.289993	201.939351	25.604788
5271	0.900000	0.100000	0.010453	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.010453	-63.003836	-112.358548	-52.161349	120.394398	21.684974
5272	0.840000	0.160000	0.017301	0.840000	0.134400	0.830000	0.141100	1.000000	0.830000	0.170000	0.015571	-93.237045	-198.514642	-73.974881	249.079522	38.524329
5273	0.890000	0.110000	0.013423	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.020134	-72.753952	-136.775885	-57.786435	157.978901	29.935034
5274	0.860000	0.140000	0.011834	0.860000	0.120400	0.870000	0.113100	1.000000	0.870000	0.130000	0.013314	-89.503065	-229.190504	-64.360907	329.659194	50.284316
5275	0.860000	0.140000	0.009836	0.860000	0.120400	0.870000	0.113100	1.000000	0.870000	0.130000	0.009836	-73.987438	-165.431178	-58.272165	214.318026	31.430546
5276	0.860000	0.140000	0.013423	0.860000	0.120400	0.870000	0.113100	1.000000	0.870000	0.130000	0.020134	-79.170881	-155.475628	-61.745221	187.460814	34.851319
5277	0.830000	0.170000	0.009901	0.830000	0.141100	0.820000	0.147600	1.000000	0.820000	0.180000	0.009901	-86.070032	-206.544714	-64.702015	283.685399	42.736034
5278	0.870000	0.130000	0.000000	0.870000	0.113100	0.870000	0.113100	1.000000	0.870000	0.130000	0.000000	-55.498966	-174.594947	-35.345091	278.499712	40.307750
5279	0.890000	0.110000	0.009063	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.009063	-70.914042	-146.919297	-54.874292	184.090010	32.079500
5280	0.910000	0.090000	0.009404	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.014107	-67.312247	-145.593105	-50.439673	190.306864	33.745148
5281	0.830000	0.170000	0.017921	0.830000	0.141100	0.830000	0.141100	1.000000	0.830000	0.170000	0.021505	-96.711317	-218.243037	-73.062640	290.360794	47.297354
5282	0.890000	0.110000	0.003226	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.004839	-57.765602	-150.883672	-39.774419	222.218504	35.982366
5283	0.870000	0.130000	0.006993	0.870000	0.113100	0.880000	0.105600	1.000000	0.880000	0.120000	0.010490	-69.795784	-162.592045	-50.455170	224.273751	38.681229
5284	0.840000	0.160000	0.003268	0.840000	0.134400	0.850000	0.127500	1.000000	0.850000	0.150000	0.004902	-66.610201	-159.588624	-47.282272	224.612705	38.655859
5285	0.910000	0.090000	0.012821	0.910000	0.081900	0.900000	0.090000	1.000000	0.900000	0.100000	0.019231	-71.475805	-147.978393	-55.685201	184.586384	31.581208
5286	0.890000	0.110000	0.000000	0.890000	0.097900	0.880000	0.105600	1.000000	0.880000	0.120000	0.000000	-50.905386	-132.079890	-33.933069	196.293643	33.944634
5287	0.860000	0.140000	0.007067	0.860000	0.120400	0.845000	0.125975	0.961825	0.840000	0.150000	0.005300	-70.082714	-164.985003	-53.469550	223.030907	33.226328
5288	0.950000	0.050000	0.012270	0.950000	0.047500	0.950000	0.047500	1.000000	0.950000	0.050000	0.018405	-57.455980	-112.072990	-45.998220	132.149541	22.915521
5289	0.910000	0.090000	0.003145	0.910000	0.081900	0.910000	0.071900	0.877900	0.900000	0.080000	0.000000	-45.029074	-118.573639	-34.922776	167.301725	20.212595
5290	0.940000	0.060000	0.003205	0.940000	0.056400	0.940000	0.056400	1.000000	0.940000	0.060000	0.004808	-37.847628	-68.321984	-30.481225	75.681519	14.732806
5291	0.920000	0.080000	0.007117	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.005338	-46.948178	-86.649481	-38.880249	95.538464	16.135859
5292	0.880000	0.120000	0.014760	0.880000	0.105600	0.895000	0.088975	0.946794	0.890000	0.100000	0.011070	-65.136929	-130.424236	-54.380111	152.088251	21.513637
5293	0.840000	0.160000	0.010033	0.840000	0.134400	0.840000	0.134400	1.000000	0.840000	0.160000	0.005017	-78.985267	-189.916321	-61.719028	256.394587	34.532478
5294	0.920000	0.080000	0.009804	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.014706	-63.525043	-153.484372	-48.005506	210.957732	31.039075
5295	0.930000	0.070000	0.010345	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.015517	-56.551831	-105.621792	-45.202643	120.838296	22.698375
5296	0.880000	0.120000	0.009677	0.880000	0.105600	0.865000	0.111775	0.957183	0.860000	0.130000	0.004839	-71.635798	-169.112494	-56.594775	225.035437	30.082046
5297	0.900000	0.100000	0.012195	0.900000	0.090000	0.890000	0.097900	1.000000	0.890000	0.110000	0.013720	-69.134443	-129.884012	-57.654180	144.459664	22.960526
5298	0.890000	0.110000	0.009967	0.890000	0.097900	0.920000	0.073600	1.000000	0.920000	0.080000	0.009967	-57.899308	-110.080743	-47.404632	125.352224	20.989353
5299	0.910000	0.090000	0.010453	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.010453	-57.824054	-115.784979	-47.049478	137.471001	21.549152
5300	0.920000	0.080000	0.013115	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.019672	-64.778673	-127.672630	-50.763826	153.817609	28.029694
5301	0.910000	0.090000	0.010563	0.910000	0.081900	0.900000	0.080000	0.888889	0.890000	0.090000	0.005282	-59.479441	-128.748227	-49.470530	158.555393	20.017820
5302	0.890000	0.110000	0.013937	0.890000	0.097900	0.920000	0.073600	1.000000	0.920000	0.080000	0.020906	-67.087504	-129.081289	-53.291502	151.579574	27.592004
5303	0.890000	0.110000	0.013423	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.015101	-73.929451	-143.139856	-59.854456	166.570800	28.149990
5304	0.890000	0.110000	0.013605	0.890000	0.097900	0.880000	0.105600	1.000000	0.880000	0.120000	0.020408	-76.983091	-151.904590	-59.804307	184.200566	34.357568
5305	0.890000	0.110000	0.013699	0.890000	0.097900	0.890000	0.087900	0.897855	0.880000	0.100000	0.010274	-70.589351	-180.481689	-56.249308	248.464762	28.680085
5306	0.850000	0.150000	0.013378	0.850000	0.127500	0.840000	0.124400	0.925595	0.830000	0.150000	0.010033	-83.366676	-192.608419	-66.719007	251.778824	33.295338
5307	0.910000	0.090000	0.009772	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.014658	-67.446062	-159.724723	-50.368641	218.712164	34.154844
5308	0.870000	0.130000	0.003125	0.870000	0.113100	0.860000	0.120400	1.000000	0.860000	0.140000	0.004688	-66.286036	-170.543641	-45.704780	249.677723	41.162514
5309	0.920000	0.080000	0.003279	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.004918	-49.152452	-117.440414	-35.582540	163.715749	27.139825
5310	0.900000	0.100000	0.006780	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.005085	-56.860086	-119.948156	-43.900024	152.096263	25.920124
5311	0.870000	0.130000	0.009934	0.870000	0.113100	0.860000	0.120400	1.000000	0.860000	0.140000	0.014901	-78.453626	-167.931327	-58.442550	218.977556	40.022153
5312	0.880000	0.120000	0.018519	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.009259	-86.383442	-185.785890	-71.677365	228.217051	29.412154
5313	0.880000	0.120000	0.006329	0.880000	0.105600	0.890000	0.097900	1.000000	0.890000	0.110000	0.004747	-60.861945	-154.751144	-46.017735	217.466819	29.688419
5314	0.970000	0.030000	0.026403	0.970000	0.029100	0.970000	0.029100	1.000000	0.970000	0.030000	0.029703	-63.512441	-84.159164	-58.754304	50.809721	9.516275
5315	0.910000	0.090000	0.002967	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.004451	-56.719632	-154.071118	-38.075190	231.991857	37.288884
5316	0.870000	0.130000	0.000000	0.870000	0.113100	0.870000	0.113100	1.000000	0.870000	0.130000	0.000000	-54.360659	-154.186095	-35.623615	237.124960	37.474087
5317	0.900000	0.100000	0.012085	0.900000	0.090000	0.890000	0.087900	0.897855	0.880000	0.100000	0.004532	-70.163612	-156.573423	-58.595511	195.955823	23.136202
5318	0.910000	0.090000	0.009646	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.009646	-60.081718	-134.937884	-47.446954	174.981862	25.269528
5319	0.900000	0.100000	0.006711	0.900000	0.090000	0.910000	0.081900	1.000000	0.910000	0.090000	0.010067	-62.321916	-155.475628	-44.448690	222.053876	35.746452
5320	0.800000	0.200000	0.007143	0.800000	0.160000	0.790000	0.165900	1.000000	0.790000	0.210000	0.010714	-87.859581	-206.560528	-63.103894	286.913268	49.511374
5321	0.900000	0.100000	0.007042	0.900000	0.090000	0.910000	0.081900	1.000000	0.910000	0.090000	0.010563	-57.892010	-125.494657	-44.220593	162.548128	27.342835
5322	0.880000	0.120000	0.014134	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.015901	-73.631459	-153.372203	-59.062346	188.619714	29.138226
5323	0.930000	0.070000	0.003333	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.005000	-46.379179	-120.423879	-32.944217	174.959324	26.869925
5324	0.890000	0.110000	0.009740	0.890000	0.097900	0.910000	0.081900	1.000000	0.910000	0.090000	0.009740	-60.214115	-117.706349	-49.760939	135.890819	20.906352
5325	0.910000	0.090000	0.013889	0.910000	0.081900	0.890000	0.097900	1.000000	0.890000	0.110000	0.010417	-63.562801	-135.619237	-51.279680	168.679113	24.566241
5326	0.890000	0.110000	0.017065	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.010239	-77.699629	-139.382806	-65.721493	147.322627	23.956272
5327	0.910000	0.090000	0.003636	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.005455	-45.479042	-89.975919	-34.878916	110.194005	21.200251
5328	0.910000	0.090000	0.012461	0.910000	0.081900	0.920000	0.063600	0.864130	0.910000	0.070000	0.004673	-62.107559	-135.970510	-53.444850	165.051321	17.325418
5329	0.830000	0.170000	0.006579	0.830000	0.141100	0.825000	0.139375	0.965368	0.820000	0.170000	0.004934	-79.207046	-188.087025	-59.274450	257.625150	39.865192
5330	0.930000	0.070000	0.003425	0.930000	0.065100	0.960000	0.038400	1.000000	0.960000	0.040000	0.005137	-30.803812	-63.235489	-24.213400	78.044179	13.180825
5331	0.870000	0.130000	0.010309	0.870000	0.113100	0.880000	0.105600	1.000000	0.880000	0.120000	0.015464	-69.795685	-139.142954	-54.009778	170.266351	31.571814
5332	0.850000	0.150000	0.012461	0.850000	0.127500	0.860000	0.120400	1.000000	0.860000	0.140000	0.014019	-90.345647	-215.369908	-66.275029	298.189759	48.141237
5333	0.950000	0.050000	0.010490	0.950000	0.047500	0.960000	0.038400	1.000000	0.960000	0.040000	0.010490	-44.235086	-83.148079	-36.538944	93.218270	15.392284
5334	0.970000	0.030000	0.011799	0.970000	0.029100	0.970000	0.029100	1.000000	0.970000	0.030000	0.013274	-46.076689	-82.048713	-39.418053	85.261320	13.317272
5335	0.940000	0.060000	0.010204	0.940000	0.056400	0.940000	0.056400	1.000000	0.940000	0.060000	0.015306	-53.519397	-105.949967	-42.704396	126.491141	21.630002
5336	0.910000	0.090000	0.013468	0.910000	0.081900	0.920000	0.073600	1.000000	0.920000	0.080000	0.020202	-65.685351	-123.520502	-53.194152	140.652700	24.982399
5337	0.920000	0.080000	0.013289	0.920000	0.073600	0.900000	0.090000	1.000000	0.900000	0.100000	0.014950	-65.703538	-143.501358	-50.018932	186.964852	31.369212
5338	0.920000	0.080000	0.014286	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.016071	-64.196536	-131.498695	-52.781088	157.435215	22.830896
5339	0.870000	0.130000	0.014981	0.870000	0.113100	0.860000	0.120400	1.000000	0.860000	0.140000	0.016854	-79.309880	-170.538754	-62.771364	215.534781	33.077032
5340	0.920000	0.080000	0.010417	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.010417	-57.079813	-119.267728	-44.656111	149.223235	24.847405
5341	0.900000	0.100000	0.010067	0.900000	0.090000	0.905000	0.070975	0.825531	0.890000	0.080000	0.005034	-58.690937	-149.370960	-48.649433	201.443053	20.083007
5342	0.890000	0.110000	0.010638	0.890000	0.097900	0.875000	0.084375	0.771429	0.850000	0.100000	0.000000	-62.108150	-128.524111	-54.353151	148.341920	15.509998
5343	0.900000	0.100000	0.006757	0.900000	0.090000	0.890000	0.097900	1.000000	0.890000	0.110000	0.010135	-65.730130	-175.595452	-46.319664	258.551576	38.820933
5344	0.890000	0.110000	0.003096	0.890000	0.097900	0.900000	0.090000	1.000000	0.900000	0.100000	0.004644	-58.102950	-146.040948	-40.264381	211.553133	35.677139
5345	0.880000	0.120000	0.013699	0.880000	0.105600	0.900000	0.090000	1.000000	0.900000	0.100000	0.015411	-75.167283	-163.510072	-57.483518	212.053108	35.367531
5346	0.900000	0.100000	0.003460	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.005190	-51.334788	-122.716904	-37.292417	170.848975	28.084743
5347	0.920000	0.080000	0.012780	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.009585	-68.431001	-154.375652	-53.832502	201.086300	29.196999
5348	0.880000	0.120000	0.003279	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.004918	-55.723321	-113.947415	-41.783859	144.327110	27.878923
5349	0.870000	0.130000	0.007092	0.870000	0.113100	0.860000	0.120400	1.000000	0.860000	0.140000	0.005319	-66.487376	-141.144025	-51.763373	178.761304	29.448007
5350	0.900000	0.100000	0.003268	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.004902	-56.709943	-137.671984	-40.196485	194.951000	33.026916
5351	0.860000	0.140000	0.016502	0.860000	0.120400	0.850000	0.127500	1.000000	0.850000	0.150000	0.024752	-92.204397	-187.910944	-70.947873	233.926143	42.513048
5352	0.880000	0.120000	0.006494	0.880000	0.105600	0.870000	0.113100	1.000000	0.870000	0.130000	0.009740	-68.343560	-153.741225	-50.424169	206.634111	35.838782
5353	0.880000	0.120000	0.018315	0.880000	0.105600	0.885000	0.096775	0.950872	0.880000	0.110000	0.016484	-76.680504	-163.346901	-64.189720	198.314363	24.981569
5354	0.950000	0.050000	0.010274	0.950000	0.047500	0.950000	0.047500	1.000000	0.950000	0.050000	0.010274	-44.159968	-71.567210	-39.274544	64.585331	9.770848
5355	0.910000	0.090000	0.013158	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.014803	-67.559787	-137.450304	-55.395436	164.109735	24.328702
5356	0.880000	0.120000	0.006579	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.004934	-66.589529	-159.314992	-48.360026	221.909932	36.459005
5357	0.920000	0.080000	0.009967	0.920000	0.073600	0.930000	0.065100	1.000000	0.930000	0.070000	0.014950	-57.218421	-110.080743	-45.323612	129.514263	23.789618
5358	0.880000	0.120000	0.009868	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.014803	-75.374445	-179.731509	-54.346651	250.769717	42.055589
5359	0.870000	0.130000	0.006993	0.870000	0.113100	0.870000	0.113100	1.000000	0.870000	0.130000	0.005245	-70.635142	-184.816212	-49.950837	269.730749	41.368608
5360	0.920000	0.080000	0.009804	0.920000	0.073600	0.940000	0.056400	1.000000	0.940000	0.060000	0.009804	-48.200582	-106.907285	-36.602108	140.610353	23.196946
5361	0.910000	0.090000	0.006135	0.910000	0.081900	0.930000	0.065100	1.000000	0.930000	0.070000	0.009202	-53.875995	-129.698278	-39.784520	179.827518	28.182950
5362	0.960000	0.040000	0.007018	0.960000	0.038400	0.960000	0.038400	1.000000	0.960000	0.040000	0.005263	-35.320991	-62.938084	-30.731419	64.413329	9.179144
5363	0.880000	0.120000	0.003460	0.880000	0.105600	0.890000	0.097900	1.000000	0.890000	0.110000	0.005190	-57.900582	-151.225875	-39.599813	223.252124	36.601539
5364	0.900000	0.100000	0.010381	0.900000	0.090000	0.890000	0.097900	1.000000	0.890000	0.110000	0.010381	-64.565755	-129.301292	-51.549582	155.503421	26.032348
5365	0.880000	0.120000	0.009615	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.014423	-76.244380	-189.473292	-54.552970	269.840644	43.382821
5366	0.890000	0.110000	0.006231	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.009346	-65.642609	-152.216545	-48.757288	206.918513	33.770642
5367	0.930000	0.070000	0.003378	0.930000	0.065100	0.920000	0.073600	1.000000	0.920000	0.080000	0.005068	-46.443639	-113.165610	-32.731463	160.868294	27.424352
5368	0.930000	0.070000	0.012539	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.018809	-64.882171	-125.618309	-51.399791	148.437036	26.964761
5369	0.920000	0.080000	0.003125	0.920000	0.073600	0.920000	0.073600	1.000000	0.920000	0.080000	0.004688	-50.229805	-122.247081	-35.484036	173.526089	29.491536
5370	0.910000	0.090000	0.013937	0.910000	0.081900	0.920000	0.073600	1.000000	0.920000	0.080000	0.015679	-61.834137	-98.197265	-52.847253	90.700023	17.973768
5371	0.880000	0.120000	0.009646	0.880000	0.105600	0.890000	0.097900	1.000000	0.890000	0.110000	0.014469	-73.362612	-169.257827	-54.904888	228.705877	36.915448
5372	0.880000	0.120000	0.017483	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.015734	-82.529939	-159.691413	-66.925506	185.531814	31.208865
5373	0.910000	0.090000	0.013937	0.910000	0.081900	0.905000	0.080975	0.941844	0.900000	0.090000	0.010453	-64.177386	-115.784979	-55.069311	121.431336	18.216149
5374	0.890000	0.110000	0.008547	0.890000	0.097900	0.880000	0.105600	1.000000	0.880000	0.120000	0.006410	-60.040796	-122.571109	-47.284411	150.573396	25.512769
5375	0.940000	0.060000	0.028662	0.940000	0.056400	0.930000	0.065100	1.000000	0.930000	0.070000	0.023885	-77.865381	-114.705496	-70.819020	87.772953	14.092723
5376	0.910000	0.090000	0.000000	0.910000	0.081900	0.910000	0.081900	1.000000	0.910000	0.090000	0.000000	-45.495761	-127.871766	-29.876540	195.990453	31.238443
5377	0.920000	0.080000	0.010526	0.920000	0.073600	0.930000	0.065100	1.000000	0.930000	0.070000	0.015789	-58.503573	-118.970780	-45.152030	147.637501	26.703087
5378	0.940000	0.060000	0.009709	0.940000	0.056400	0.930000	0.065100	1.000000	0.930000	0.070000	0.014563	-54.133656	-110.736441	-42.526355	136.420172	23.214602
5379	0.880000	0.120000	0.013889	0.880000	0.105600	0.870000	0.113100	1.000000	0.870000	0.130000	0.015625	-75.513916	-148.059849	-58.539022	179.041654	33.949788
5380	0.850000	0.150000	0.015528	0.850000	0.127500	0.845000	0.115975	0.885474	0.830000	0.140000	0.009317	-83.623577	-193.956900	-68.838863	250.236073	29.569428
5381	0.900000	0.100000	0.000000	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.000000	-46.259059	-131.620381	-29.678910	203.882942	33.160299
5382	0.930000	0.070000	0.012862	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.014469	-64.713394	-131.620381	-50.881449	161.477864	27.663890
5383	0.900000	0.100000	0.006601	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.009901	-61.592106	-130.797687	-46.758977	168.077420	29.666259
5384	0.880000	0.120000	0.012821	0.880000	0.105600	0.875000	0.104375	0.954286	0.870000	0.120000	0.009615	-74.430692	-181.025638	-59.444285	243.162706	29.972815
5385	0.890000	0.110000	0.012945	0.890000	0.097900	0.875000	0.104375	0.954286	0.870000	0.120000	0.009709	-73.622002	-163.014407	-59.557792	206.913230	28.128421
5386	0.880000	0.120000	0.010239	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.010239	-64.736628	-139.382806	-48.335362	182.094889	32.802533
5387	0.880000	0.120000	0.012698	0.880000	0.105600	0.890000	0.097900	1.000000	0.890000	0.110000	0.009524	-71.337989	-160.796717	-54.514772	212.563892	33.646436
5388	0.870000	0.130000	0.006757	0.870000	0.113100	0.855000	0.118975	0.959669	0.850000	0.140000	0.005068	-66.706783	-158.200820	-51.506659	213.388322	30.400248
5389	0.910000	0.090000	0.010309	0.910000	0.081900	0.920000	0.073600	1.000000	0.920000	0.080000	0.015464	-63.201835	-142.281077	-47.744162	189.073830	30.915345
5390	0.870000	0.130000	0.013793	0.870000	0.113100	0.875000	0.104375	0.954286	0.870000	0.120000	0.010345	-74.195091	-148.325924	-61.434001	173.783848	25.522182
5391	0.930000	0.070000	0.013986	0.930000	0.065100	0.920000	0.073600	1.000000	0.920000	0.080000	0.015734	-60.321403	-119.070126	-47.656583	142.827088	25.329640
5392	0.910000	0.090000	0.003322	0.910000	0.081900	0.900000	0.080000	0.888889	0.890000	0.090000	0.000000	-49.084781	-133.869638	-36.831764	194.075749	24.506034
5393	0.890000	0.110000	0.014286	0.890000	0.097900	0.890000	0.097900	1.000000	0.890000	0.110000	0.021429	-72.692250	-137.791626	-56.955744	161.671763	31.473012
5394	0.840000	0.160000	0.003460	0.840000	0.134400	0.850000	0.127500	1.000000	0.850000	0.150000	0.005190	-72.391075	-185.376779	-49.609398	271.534761	45.563354
5395	0.930000	0.070000	0.015385	0.930000	0.065100	0.940000	0.056400	1.000000	0.940000	0.060000	0.023077	-64.207702	-104.648681	-54.195522	100.906316	20.024360
5396	0.900000	0.100000	0.010381	0.900000	0.090000	0.910000	0.081900	1.000000	0.910000	0.090000	0.005190	-59.917461	-105.539010	-50.294646	110.488728	19.245629
5397	0.900000	0.100000	0.010909	0.900000	0.090000	0.900000	0.090000	1.000000	0.900000	0.100000	0.016364	-61.882920	-114.619690	-49.377876	130.483627	25.010087
5398	0.920000	0.080000	0.006667	0.920000	0.073600	0.940000	0.056400	1.000000	0.940000	0.060000	0.005000	-47.736811	-123.815998	-36.611722	174.408553	22.250177
5399	0.920000	0.080000	0.009091	0.920000	0.073600	0.930000	0.065100	1.000000	0.930000	0.070000	0.009091	-59.329287	-126.611035	-45.308837	162.604395	28.040900
5400	0.950000	0.050000	0.006601	0.950000	0.047500	0.945000	0.046975	0.903800	0.940000	0.050000	0.004950	-41.353133	-106.671667	-33.649496	146.044342	15.407275
5401	0.930000	0.070000	0.009375	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.014062	-57.669184	-107.975989	-45.791189	124.369601	23.755991
5402	0.880000	0.120000	0.013333	0.880000	0.105600	0.890000	0.097900	1.000000	0.890000	0.110000	0.020000	-76.639215	-146.520586	-60.205494	172.630184	32.867441
5403	0.980000	0.020000	0.009554	0.980000	0.019600	0.980000	0.019600	1.000000	0.980000	0.020000	0.004777	-35.319536	-59.756245	-30.539491	58.433507	9.560089
5404	0.930000	0.070000	0.014184	0.930000	0.065100	0.930000	0.065100	1.000000	0.930000	0.070000	0.010638	-58.991534	-108.447624	-50.417554	116.060140	17.147960
5405	0.880000	0.120000	0.016779	0.880000	0.105600	0.880000	0.105600	1.000000	0.880000	0.120000	0.020134	-77.808138	-136.775885	-64.705226	144.141319	26.205823
5406	0.900000	0.100000	0.006431	0.900000	0.090000	0.920000	0.073600	1.000000	0.920000	0.080000	0.004823	-52.561148	-110.897603	-41.679294	138.436617	21.763707
